157
0	0.0
10	8.1
20	11.6
30	16.8
40	25.7
50	28.4
60	34.9
70	43.9
80	48.2
90	54.5
100	58.7
110	62.1
120	69.8
130	70.7
140	74.6
150	83.4
160	89.1
170	93.4
180	94.0
190	98.3
200	101.3
210	102.0
220	105.3
230	106.1
240	111.1
250	115.1
260	118.2
270	118.4
280	121.0
290	130.8
300	132.5
310	136.5
320	139.5
330	146.9
340	154.7
350	162.2
360	163.5
370	164.2
380	174.1
390	179.1
400	183.9
410	193.6
420	203.0
430	206.3
440	215.9
450	217.7
460	218.7
470	226.9
480	231.8
490	233.0
500	233.1
510	233.4
520	239.9
530	241.2
540	251.1
550	258.7
560	267.6
570	276.3
580	281.8
590	291.1
600	291.6
610	292.0
620	293.1
630	300.0
640	302.5
650	307.5
660	310.8
670	315.7
680	325.6
690	331.8
700	338.9
710	348.5
720	353.8
730	360.1
740	362.4
750	370.7
760	372.3
770	380.0
780	385.6
790	388.6
800	388.9
810	389.7
820	392.9
830	399.8
840	403.4
850	405.9
860	414.6
870	415.9
880	420.7
890	426.9
900	434.0
910	435.1
920	439.1
930	442.6
940	442.9
950	447.8
960	452.6
970	456.8
980	458.5
990	460.3
1000	465.8
1010	470.5
1020	477.6
1030	478.0
1040	481.4
1050	490.7
1060	492.4
1070	494.9
1080	500.9
1090	501.5
1100	509.6
1110	510.7
1120	517.0
1130	520.5
1140	522.9
1150	523.5
1160	525.2
1170	529.6
1180	538.9
1190	543.2
1200	551.6
1210	560.3
1220	561.0
1230	564.7
1240	574.5
1250	574.9
1260	578.3
1270	578.7
1280	587.2
1290	596.6
1300	605.5
1310	606.2
1320	610.4
1330	610.4
1340	610.5
1350	611.0
1360	611.6
1370	618.7
1380	619.2
1390	628.4
1400	634.3
1410	643.0
1420	652.4
1430	660.6
1440	662.6
1450	667.1
1460	670.9
1470	675.2
1480	679.2
1490	686.7
1500	690.4
1510	697.7
1520	699.2
1530	699.7
1540	699.7
1550	699.9
1560	708.4
